id	name
BS15-022	アナグマッド・デビル
BS15-023	タケノ・サイガー
BS15-024	グアン・チョーウン
BS15-025	カヒョウトン
BS15-026	軍師鳥ショカツリョー
BS15-027	虚天帝ホウオウガ
BS15-028	フェネボラック
BS15-029	ズガニ
BS15-030	愛の女神ロヴン
BS15-031	虚獣グラスベア
BS15-032	スノーフレイクン
BS15-033	キマイラ・デブリ
BS15-034	ミブロック・ジーナス
BS15-035	軍神機メガ・テュール
BS15-036	虚械帝インフェニット・ヴォルス
BS15-037	クダギツネン
BS15-038	アルカナビースト・ジャック
BS15-039	僧侶ペンタン
BS15-040	ネコマーダ
BS15-041	天使リユイエル
BS15-042	オリンピアの天使アラトロン
BS15-043	ショーグンペンタン
BS15-044	天使サクエル
BS15-045	虚獣帝スフィン・クロス
BS15-046	ランマー・ゴレム
BS15-047	パンクマウス
BS15-048	釣り仙人ジゴロウ
BS15-049	ツンドッグ・ゴレム
BS15-050	グレネード・ゴレム
BS15-051	虚海獣エメヒドラル
BS15-052	天蒼元帥チョウハッカイ
BS15-053	コジロンド・ゴレム
BS15-054	虚造帝フェニックス・ゴレム
BS15-055	マタドーラ
BS15-056	ナイト・アノール
BS15-057	カメン・フクロウ
BS15-058	ダブル・キャメル
BS15-059	スターハム
BS15-060	バンディット・アームズ
BS15-061	幼竜の揺り籠
BS15-062	決戦の巌龍島
BS15-063	吊られた古城
BS15-064	冥府へ続く魔門
BS15-065	大河と絶壁
BS15-066	廃寺の無限階段
BS15-067	雪の結晶樹
BS15-068	要塞都市ナウマンシティー
BS15-069	太陰の宮廷
BS15-070	風吹くロリポップ高地
BS15-071	巨人の足跡湖
BS15-072	渦巻く大海峡
BS15-073	五輪転生炎
BS15-074	三札之術
BS15-075	ブラッディロンド
BS15-076	妖華吸血爪
BS15-077	ヒートライド
BS15-078	飛雷震之計
BS15-079	プロボケイション
BS15-080	光速三段突
BS15-081	ローヤルバイブル
BS15-082	神閃月下
BS15-083	秘剣燕返
BS15-084	爆砕轟神掌
BS15-X01	刀の覇王ムサシード・アシュライガー
BS15-X02	虚皇帝ネザード・バァラル
BS15-X03	鳥武帝スザクロス・ソウソー
BS15-X04	機獣要塞ナウマンガルド
BS15-X05	光の覇王ルナアーク・カグヤ
BS15-X06	鉄の覇王サイゴード・ゴレム
BS16-001	ノデッポ
BS16-002	パイルドラコ
BS16-003	カマパゴス
BS16-004	アシガリュー
BS16-005	ゴエモン・シーフ・ドラゴン
BS16-006	アーチャー・ドラゴン
BS16-007	オーガ・ドラゴン
BS16-008	ダークナイト・ドラゴン
BS16-009	爬獣使い百地ダイル
BS16-010	骨鹿
BS16-011	銀狼角
BS16-012	金狐角
BS16-013	闇騎士フローレンス
BS16-014	オカピエン
BS16-015	骨孩児
BS16-016	ボアトリクター
BS16-017	黄煙虎
BS16-018	太骨望
BS16-019	ヤナドクガー
BS16-020	ゾウガオムシ
BS16-021	ノウゼンサーバル
BS16-022	マー・バチョウ
BS16-023	コノハズクロー
BS16-024	バーバリ・チョウヒ
BS16-025	タランドーズ
BS16-026	クマタカンウ
BS16-027	コーカサス・リョフ・ビートル
BS16-028	フロウ・ザッコ
BS16-029	ミブロック・パトロール
BS16-030	セリザワンド・ダック
BS16-031	ジル・ド・レ
BS16-032	ラ・イール
BS16-033	ミブロック・ザ・ワン
BS16-034	ブロンタール
BS16-035	樹氷竜シルバー・ライム
BS16-036	氷聖女ジャンヌダルク
BS16-037	ブレーペンタンの音楽隊
BS16-038	クラブソーサラー・スケアクロウ
BS16-039	グリムの天使ラプンツェル
BS16-040	ハートナイト・ティン
BS16-041	グリムの天使赤ずきん
BS16-042	グリムの天使シンデレラ
BS16-043	スペードビースト・レオ
BS16-044	ダイヤプリンセス・ドロシー
BS16-045	オリンピアの天使長オフィエル
BS16-046	サケビバード
BS16-047	警備兵パグ
BS16-048	グガランナー
BS16-049	フンババー
BS16-050	ガイメイル・ヒドラ
BS16-051	シュドーメル
BS16-052	エンキドゥ・ゴレム
BS16-053	イルルヤンカッシュ
BS16-054	古の獣王ギルガメシュ
BS16-055	アームストロンガー
BS16-056	シフゲイター
BS16-057	コテツ・ティーガー
BS16-058	サテライド・バード
BS16-059	カイメイジュー
BS16-060	テクノヒュード
BS16-061	暗雲射す鬼ヶ島
BS16-062	天下眺める絶景門
BS16-063	釣魂台
BS16-064	宙吊りの五行山
BS16-065	誓いの桃園
BS16-066	浮遊関
BS16-067	氷聖女の塔
BS16-068	イ・ケダヤンの階段山脈
BS16-069	セブンブリッジ
BS16-070	創造の原典
BS16-071	海の主を祭る島
BS16-072	二つの川に挟まれた王国
BS16-073	アグレッシブレイジ
BS16-074	爆覇炎神剣
BS16-075	スケープゴート
BS16-076	打神鞭
BS16-077	タフネスリカバリー
BS16-078	翔烈降臨
BS16-079	ムーンボウクローク
BS16-080	次元断
BS16-081	マジック・オブ・オズ
BS16-082	マギアゲフリュスター
BS16-083	クラッシュ・ザ・バビロン
BS16-084	エグゾーステッドガード
BS16-X01	爆炎の覇王ロード・ドラゴン・バゼル
BS16-X02	牛骨魔王
BS16-X03	烈の覇王セイリュービ
BS16-X04	魁の覇王ミブロック・ブレイヴァー
BS16-X05	アルカナマスター・オズ
BS16-X06	霊峰魔龍ヤマタノヒドラ
BS17-001	バリ・バーン
BS17-002	フェンサー・ドラゴン
BS17-003	アルジュナス
BS17-004	リュー・ラーダー
BS17-005	ドラグ・クリシュナー
BS17-006	ツクヨミドラグーン
BS17-007	ヴァジュランガ
BS17-008	紅玉の巨龍ボルガンド
BS17-009	ソードマスター・ドラゴン
BS17-010	マッドーロ
BS17-011	キャメロット・ナイト
BS17-012	闇騎士アグロヴァル
BS17-013	スモックジラ
BS17-014	チェーンバイパー
BS17-015	闇騎士パロミデス
BS17-016	闇騎士ランスロット
BS17-017	冥天獣フル・フール
BS17-018	紫晶の大蛇ザウム
BS17-019	テリムック
BS17-020	ジラッフィー
BS17-021	ピクシーファルコ
BS17-022	ターザニア・グレート
BS17-023	ジェーンバード
BS17-024	エレステラ
BS17-025	ライ・シュウユ
BS17-026	ジャドバルジャー
BS17-027	翠玉の怪鳥アルディード
BS17-028	ストリーム・カリブー
BS17-029	リトル・ビッケン
BS17-030	トドール
BS17-031	豊穣の女神ゲフィオン
BS17-032	ヴァイキング・レイヴ
BS17-033	レールガンフィッシュ
BS17-034	レッド・エイリーク
BS17-035	金剛戦艦ドレッドノーグ
BS17-036	キング・ハーラル
BS17-037	カピッパ
BS17-038	カルミオン・キャット
BS17-039	イラス・バード
BS17-040	呪術士リオ
BS17-041	天使グレイエル
BS17-042	アマゾネス・ガール
BS17-043	神獣セグー
BS17-044	アマゾネス・クィーン
BS17-045	黄玉の女王フェルネイト
BS17-046	オリクス盗賊団
BS17-047	戦獣キャメルーン
BS17-048	熊人ラーテシード
BS17-049	ロック・アラディン
BS17-050	ランテゴス
BS17-051	豹人アリババ
BS17-052	アラビアン騎士シンド・バード
BS17-053	青玉の海竜シュトロドーム
BS17-054	マジン・ゴレム
BS17-055	ヤサカニ・ウィング
BS17-056	アロンダイザー
BS17-057	ギョクジーグ
BS17-058	オーセベリング
BS17-059	ホルス・ジェッター
BS17-060	ジン・アームズ
BS17-061	神焔の高天ヶ原
BS17-062	彷徨う天空寺院
BS17-063	黒き聖杯
BS17-064	死者の湖
BS17-065	獣の楽園
BS17-066	聖者の樹の実
BS17-067	凍えるフィヨルド
BS17-068	最果ての大地
BS17-069	輝く三連王墓
BS17-070	密林の秘境都市
BS17-071	開かれた岩扉
BS17-072	願い叶えるランプ
BS17-073	アーダーフレイム
BS17-074	殲剣火炎陣
BS17-075	ストラングルフォッグ
BS17-076	ラウンドテーブルナイツ
BS17-077	ワイルドウィング
BS17-078	ウォークライ
BS17-079	フリージングパリィ
BS17-080	クヴェルドウールヴ
BS17-081	ネフェルウアーブ
BS17-082	リバーシブルスパーク
BS17-083	アブラカダブラ
BS17-084	トライアングルバン
BS17-X01	天剣の覇王ジーク・スサノ・フリード
BS17-X02	騎士の覇王ソーディアス・アーサー
BS17-X03	大牙帝ビャクガロード・ソンケン
BS17-X04	神狼機獣ラグナ・フェンリル
BS17-X05	魅惑の覇王クレオパトラス
BS17-X06	千夜一夜物語の女帝シェハラザード
BS18-001	テリジーノ
BS18-002	守獣シシンガ
BS18-003	アサシン・ドラゴン
BS18-004	バサ・ラザン
BS18-005	護獣シシンギニ
BS18-006	ガンナー・ドラゴン
BS18-007	ヤクシャモリ
BS18-008	モンク・ドラゴン
BS18-009	炎の覇獣ハヌ・マーグ
BS18-010	キャメロット・ポーン
BS18-011	ゾンビ・スネーク
BS18-012	闇騎士ラモラック
BS18-013	ドン・ディエゴッド
BS18-014	冥司書ダンタリアン
BS18-015	タワーミンゴ
BS18-016	闇王妃グネヴィア
BS18-017	闇騎士パーシヴァル
BS18-018	冥怪傑ゾロ
BS18-019	トガリネズミン
BS18-020	ブフモット
BS18-021	駿将ムカリ
BS18-022	駿将チラウン
BS18-023	駿将ボオルチュ
BS18-024	駿将ボロクル
BS18-025	大怪虫リオック
BS18-026	大首長ジャムカ
BS18-027	翼の覇獣スパ・ルーダ
BS18-028	メイエリア
BS18-029	バット・ホリディ
BS18-030	ワイルド・ホーン
BS18-031	ジェロニモンド
BS18-032	アルマジドラゴン
BS18-033	アウトロー・キッド
BS18-034	シェリフ・イーグル
BS18-035	バッファロング・ビル
BS18-036	聖地の巨獣ベルロック
BS18-037	ホムンクー
BS18-038	グリムの天使グレーテル
BS18-039	グリムの天使ヘンゼル
BS18-040	詩人ペンタン
BS18-041	クロック・リカオー
BS18-042	双天使メロディエル
BS18-043	創造主グリム・ウィル
BS18-044	創造主グリム・ジェイ
BS18-045	ドクトル・ファウスト
BS18-046	シャッガイ・バグ
BS18-047	アザーフェロム
BS18-048	猛将レオニダース
BS18-049	グラッディ・スクアーロ
BS18-050	アウグスドス
BS18-051	メテオライト・ゴレム
BS18-052	雷光将軍ハンニ・ヴァル
BS18-053	タイラントール・ネロ
BS18-054	ディクタトール・シーザー
BS18-055	ドレイク・バヤー
BS18-056	聖剣竜エクス・ワイバーン
BS18-057	ギアゼル
BS18-058	ガン・ホース
BS18-059	ザッカ・パンツァー
BS18-060	チャリオット・アームズ
BS18-061	戦史の石碑
BS18-062	最も高き山頂
BS18-063	魂の海塔
BS18-064	黄昏のキャメロット城
BS18-065	蒼き大草原
BS18-066	エメラルドの海に散らばる島々
BS18-067	巨獣の森
BS18-068	O.K.コラル
BS18-069	お菓子の豪邸
BS18-070	ワルプルギスの夜
BS18-071	サファイアの街道
BS18-072	破壊と創造の釜
BS18-073	ヒロイックエントリー
BS18-074	救世神撃覇
BS18-075	マーク・オブ・ゾロ
BS18-076	クリスタルクラック
BS18-077	ブルトサリフ
BS18-078	サンダーストーム
BS18-079	ウィンドスポウト
BS18-080	キズナブレード
BS18-081	フェアヴァイレ
BS18-082	パニックヴォイス
BS18-083	アイアンファランクス
BS18-084	ディクタトールレギオン
BS18-X01	超覇王ロード・ドラゴン・セイバー
BS18-X02	騎神皇アヴァロ・パラディオン
BS18-X03	蒼穹の覇王カーン・ウルフ
BS18-X04	爆氷の覇王ロード・ドラゴン・グレイザー
BS18-X05	聖魔皇メフィスト・フェレス
BS18-X06	混沌魔皇アザートゥース
BS19-001	ドク・リザード
BS19-002	モゲイラ
BS19-003	スプライト・ドラグーン
BS19-004	ディモルフォー
BS19-005	クレリック・ドラゴン
BS19-006	ケファレダガー
BS19-007	スタバ・ドラゴン
BS19-008	デス・マトック
BS19-009	流星の剣使いダマスクス
BS19-010	九刀竜スピノザンバー
BS19-011	天星龍クェーサー・ドラゴン
BS19-012	ツバサ・ツパイ
BS19-013	ダーク・デモボーン
BS19-014	ダーク・ソードール
BS19-015	ミトランスネーク
BS19-016	クリオネード
BS19-017	大蛇サイドロン
BS19-018	ヴィクトローラー
BS19-019	冥撃手グシオーン
BS19-020	影の剣使いブラックパルド
BS19-021	吸血侯爵ベザレル
BS19-022	ダーク・スカルピオーネ
BS19-023	グラス・アウル
BS19-024	ダーク・マッハジー
BS19-025	ダーク・ディオマンティス
BS19-026	フォッサー
BS19-027	オウゴンオニクワガー
BS19-028	ハゴロモチョウ
BS19-029	キガシライト
BS19-030	オウギ・エンショー
BS19-031	トキイロシダレ
BS19-032	葉滅蜻蛉ハビロング
BS19-033	十剣聖ムラサメ
BS19-034	リヴァードフィン
BS19-035	ジュレヌーク
BS19-036	近衛機バイキング1号
BS19-037	アーマー・フィッシュ
BS19-038	近衛機キュリオシティ
BS19-039	ペガシオーネ
BS19-040	十剣聖ヴォル・クーガ
BS19-041	アザラ・バーグ
BS19-042	機甲要塞ソーベック・タートル
BS19-043	銀の女神アリアンロッド
BS19-044	高速機獣オセローダー
BS19-045	チョコロネ
BS19-046	ハックビシン
BS19-047	眠りの花の妖精フィリー
BS19-048	アイラヴァター
BS19-049	天使ミランサ
BS19-050	レイ・フォーン
BS19-051	凶獣コントン
BS19-052	天使スナイプル
BS19-053	十剣聖ルシエル
BS19-054	賢者ペンタン
BS19-055	ペルーディア
BS19-056	戦獣ワオー
BS19-057	光の衛士アドリアン
BS19-058	クラーメン
BS19-059	光の戦士ガイウス
BS19-060	ミノタ・コルス
BS19-061	光の闘士ランダル
BS19-062	光の騎士ホープ
BS19-063	マーブル・ゴレム
BS19-064	十剣聖エグバード
BS19-065	異海女帝レスキュラ
BS19-066	メイズ・ハイドラ
BS19-067	ガイミムス
BS19-068	電竜機トランスファー・ドラゴン
BS19-069	ヒヒ・ボーン
BS19-070	鎧戦艦ブレード・ハインド
BS19-071	バンブール
BS19-072	アッケシグモ
BS19-073	銃機トラドール
BS19-074	砲獣アークィドリー
BS19-075	コンゴウショウキ
BS19-076	ジャッククリ
BS19-077	フェスキーナ・アームズ
BS19-078	海獣グーロ
BS19-079	星見の三連塔
BS19-080	両断された活火山
BS19-081	剥がれ落ちるウロコ山
BS19-082	魂彷徨う骨の森
BS19-083	大蛇の城門
BS19-084	命の蝋燭塔
BS19-085	零れ堕ちる清流
BS19-086	忍の隠れ里
BS19-087	魔王蟲の根城
BS19-088	獣の氷窟
BS19-089	フォートレスキューブ
BS19-090	凍てつくつららの逆塔
BS19-091	天翼の大観覧車
BS19-092	菓子の森の宴
BS19-093	ネコロン山
BS19-094	永遠なる水道橋
BS19-095	光灯る三叉灯台
BS19-096	海魔巣食う海域
BS19-097	チャージオーラ
BS19-098	レッドレイ
BS19-099	フレイムフィールド
BS19-100	デッドエンドフィールド
BS19-101	ヘルズバースディ
BS19-102	パープルヘイズ
BS19-103	エメラルドフィールド
BS19-104	タービュランス
BS19-105	バインディングアイヴィー
BS19-106	アイスエイジシールド
BS19-107	リゲイン
BS19-108	リカバリーラッシュ
BS19-109	エンジェリックプレッシャー
BS19-110	ディバインフィールド
BS19-111	リバーサルポイント
BS19-112	オーシャンフィールド
BS19-113	ダブルバイセップス
BS19-114	ポセイドンクラッシュ
BS19-X01	十剣聖スターブレード・ドラゴン
BS19-X02	冥府三巨頭バロック・ボルドー
BS19-X03	黒蟲魔王ディアボリカ・マンティス
BS19-X04	黄金騎神フィン・マックラン
BS19-X05	大天使ガブリエレン
BS19-X06	戦輝神ゼルドナーグ
BS19-X07	黒蟲の妖刀ウスバカゲロウ
BS19-X08	蒼海の大剣メイルシュトロム
BS20-001	シチノムス
BS20-002	炎楯の守護者コロナ・ドラゴン
BS20-003	ハルパードニクス
BS20-004	シンタル・ザウル
BS20-005	クイックサンド・ドラゴン
BS20-006	魔炎の剣使いシュマルド
BS20-007	スレイヴ・ガイアスラ
BS20-008	ネビュラ・ドラゴン
BS20-009	破壊恐竜ダイノ・ブレイカー
BS20-010	キーリザード
BS20-011	スモッグペッカー
BS20-012	ボーン・トプス
BS20-013	闇楯の守護者ナーガン
BS20-014	冥導師フラウロー
BS20-015	ナイト・ヘディレス
BS20-016	ワイボーン
BS20-017	十剣聖コブラージャ
BS20-018	翼蛇アナコンガー
BS20-019	ソマリン
BS20-020	ケンゴーキジ
BS20-021	ヤゴイソバナ
BS20-022	風楯の守護者トビマル
BS20-023	シンジュリウス
BS20-024	ビャッコウ・ハヤト
BS20-025	翠刃の剣使いワオノシン
BS20-026	シノビ・チュウヒ
BS20-027	アマランサス・パイパー
BS20-028	近衛機オース・ミー
BS20-029	サテラット
BS20-030	氷楯の守護者オーシン
BS20-031	ミサイリス
BS20-032	氷刃の剣使いブリギット
BS20-033	ネガ・ケルベロス
BS20-034	ネガ・サーベルタイガー
BS20-035	ネガ・スプリンガー
BS20-036	重装騎士ゴル・マック
BS20-037	天使スピエル
BS20-038	弓ピッド
BS20-039	光楯の守護者イーディス
BS20-040	バニラップ
BS20-041	天使プリマ
BS20-042	天使姫エトワール
BS20-043	凶獣キュウキ
BS20-044	剣士ペンタン
BS20-045	幻竜皇ジラント
BS20-046	ドラットフィッシュ
BS20-047	海楯の守護者ジャイルズ
BS20-048	タツノ・ドラコ
BS20-049	カモオネ
BS20-050	トライデントのデータス
BS20-051	波濤の剣使いアカシ
BS20-052	破戒僧サンゴジョー
BS20-053	異海獣シーポリープ
BS20-054	戦騎将パトロクロス
BS20-055	ティロック・ケファレ
BS20-056	ホットジュピター・ドラゴン
BS20-057	スネイカース
BS20-058	スカルプレイン
BS20-059	ススキンケイ
BS20-060	カラクリバッタ
BS20-061	近衛機メッセンジャー
BS20-062	カタパシール
BS20-063	アーヴァンクル
BS20-064	エンジェルエッグ
BS20-065	サイクロ・アームズ
BS20-066	コノハガニン
BS20-067	ボルカニックキャニオン
BS20-068	腐食する大瀑布
BS20-069	入道雲連峰
BS20-070	鏡面世界への入口
BS20-071	光射す丘
BS20-072	海の主の大口
BS20-073	パワーブースト
BS20-074	シャイニングフレイム
BS20-075	スパイラルヴェイン
BS20-076	デスアカンパニー
BS20-077	ウィンドプレッシャー
BS20-078	アブソーブパワー
BS20-079	ダークネスオーラ
BS20-080	パーフェクトリペアー
BS20-081	スティールハート
BS20-082	ライトニングアタック
BS20-083	コールオブディープ
BS20-084	フィニッシュブロー
BS20-X01	滅龍帝ジエンド・ドラゴニス
BS20-X02	黒き骸王バルトアンデルス
BS20-X03	鳥武神シシグイ
BS20-X04	黒天狐ネガ・ナインテイル
BS20-X05	大天使ララファエル
BS20-X06	森羅龍樹リーフ・シードラ
BS20-X07	咎人の骨剣エグゼキューショナーズ
BS20-X08	光翼の神剣エンジェリックフェザー
BS21-001	ヤマバッカ
BS21-002	ウォルフドラゴン
BS21-003	コンボペルタ
BS21-004	ハービッグ・ワイバーン
BS21-005	ブレード・プテラス
BS21-006	長腕の剣使いアスキーナ
BS21-007	極彩竜ピーコック・ワイバーン
BS21-008	ガルノタウルス
BS21-009	戦棍竜メイシュノサウルス
BS21-010	マーシュビル
BS21-011	ジャンゴヘビ
BS21-012	ボーン・ボアー
BS21-013	怪盗バット・バニーガール
BS21-014	告死蛇ブームスネーク
BS21-015	死の剣使いデュラボーン
BS21-016	デス・ヒュードラ
BS21-017	冥巡士ヴァルファレード
BS21-018	骸獣侯ボーン・クスロー
BS21-019	クイック・モスキー
BS21-020	ハリモグリ
BS21-021	鶴星アルナイル
BS21-022	水蟲ゲングラス
BS21-023	マンドラホラ
BS21-024	クロタネホーク
BS21-025	大草鳥ソテツニア・コンドル
BS21-026	紅蟲ベニカミキラン
BS21-027	十剣聖ゴホンカク
BS21-028	プロード・ファルコン
BS21-029	リシアキリン
BS21-030	真紅の女神マッハ
BS21-031	神機ゲイボルグ
BS21-032	猟犬機アステリオ・ベネラ9号
BS21-033	近衛機ジェネシルド
BS21-034	天眼機神ディアリーン
BS21-035	ネガ・カンガル
BS21-036	十剣聖ザンバー・コング
BS21-037	カメロンパン
BS21-038	ボジャノーイ
BS21-039	天使リセル
BS21-040	ガトーブレパス
BS21-041	アドペンタン＆チャール
BS21-042	十剣聖ナラシンハ
BS21-043	ダーク・アイベリックス
BS21-044	凶獣トウコツ
BS21-045	美の天使カフオペイア
BS21-046	ヤナクラゲー
BS21-047	怪力巨人アドルファス
BS21-048	リュウグウウシ
BS21-049	海の彫刻家ナポレオ
BS21-050	ゲル・ゴロス
BS21-051	ダーク・スクアーロ
BS21-052	十剣聖ブールド・サイノス
BS21-053	星喰いのヤシガニド
BS21-054	英傑巨人ヘラクラス
BS21-055	ゴルニック・イーグル
BS21-056	プテラノストーン
BS21-057	冥獣騎シトリー
BS21-058	ガーゴイラス
BS21-059	カラクリペリカン
BS21-060	食虫草ドロセラー
BS21-061	衛星機パイオニア・V
BS21-062	弩弓獣クロス・ボンゴ
BS21-063	ぐるみパンダ
BS21-064	ブリキタイガー
BS21-065	ダイブ・アームズ
BS21-066	深海竜ラブリス
BS21-067	アポロニア岩窟寺院
BS21-068	暗き棺桶洞
BS21-069	リュウケツの大樹
BS21-070	フィアナ空母都市
BS21-071	四雲庵
BS21-072	珊瑚の樹海
BS21-073	バーニングフォース
BS21-074	ボルカニックブレイク
BS21-075	デッドリィヘクス
BS21-076	ソウルスライド
BS21-077	べロティカルウィンド
BS21-078	バインディングウェブ
BS21-079	エターナルディフェンス
BS21-080	ホワイトアウト
BS21-081	サプライズスラップ
BS21-082	ライフドリーム
BS21-083	サファイアエロード
BS21-084	レイジングシー
BS21-X01	光輝龍皇シャイニング・ドラゴン・アーク
BS21-X02	双頭の龍王バイ・ジャオウ
BS21-X03	黒樹神クワガ・ラブナ
BS21-X04	槍光機神クーゲル・ホルン
BS21-X05	陸獣神ベヒモス
BS21-X06	異海神ディスト・ルクシオン
BS21-X07	天空の光剣クラウン・ソーラー
BS21-X08	深淵の巨剣アビス・アポカリプス
BS22-001	ピストジャサウルス
BS22-002	アルファータケラトプス
BS22-003	プロフェット・ドラゴン
BS22-004	コピシュプテルス
BS22-005	フォトン・ドラゴン
BS22-006	黒剣竜レックスビート・ザウラー
BS22-007	鎧竜エドモントソード
BS22-008	グレートアトラクター・ドラゴン
BS22-009	剣星メサイア・ドラゴン
BS22-010	ボーン・ダイル
BS22-011	冥術士シャクス
BS22-012	骸魔インプ
BS22-013	セグロースネーク
BS22-014	魔術師ハクジャ
BS22-015	ミイラ・ファント
BS22-016	魔剣使プリシラ
BS22-017	ボーン・ベア
BS22-018	魔王バロール
BS22-019	ゲニン・スズメ
BS22-020	アライゴヤ
BS22-021	チューニン・ツバメ
BS22-022	カブトゼミ
BS22-023	メガ・ネウラー
BS22-024	ジョーニン・トンビ
BS22-025	風剣使ムラマサ
BS22-026	ゴースト・マンティス
BS22-027	小覇鳥ソンサホーク
BS22-028	キャリバラー
BS22-029	ダーク・ドーベル
BS22-030	透輝亀マタマタ
BS22-031	水晶竜シリマナイト
BS22-032	近衛機マリナー2号
BS22-033	ジャコウ・キャット
BS22-034	戦術機神コナン・バウル
BS22-035	ダーク・バイソン
BS22-036	氷剣使モリガン
BS22-037	カマウィゼル
BS22-038	ロールマイマイ
BS22-039	凶獣トウテツ
BS22-040	宝の番人ズラトロック
BS22-041	アルミラージ
BS22-042	ハーピーガール
BS22-043	聖天使エトワール
BS22-044	天剣使キリエル
BS22-045	時空の魔女グランディース
BS22-046	薬売りのカーサ
BS22-047	アトラック・ナチャ
BS22-048	熱血巨人ディーン
BS22-049	海皇子イオン
BS22-050	海皇帝アイヴァン
BS22-051	ピューマウロス
BS22-052	古剣使ティグリス
BS22-053	災将ナグリアス
BS22-054	インペリアル・ハイドラ
BS22-055	剣星竜スターダスト・キャリバーン
BS22-056	斬鎧竜ルゴプス
BS22-057	スカル・ガルダ
BS22-058	ソー・スネーク
BS22-059	オオトキ凧
BS22-060	ハサミサボテン
BS22-061	近衛機ホルノート1号
BS22-062	獣爆マナティ・マローダ
BS22-063	ペンタンブレイヴ
BS22-064	スイーツファイター
BS22-065	ブル・アームズ
BS22-066	コーラル・ジャガー
BS22-067	聖剣連山
BS22-068	万魔の霊廟
BS22-069	光牙の忍び里
BS22-070	水銀海に浮かぶ工場島
BS22-071	朱に染まる薔薇園
BS22-072	アトライア海帝国
BS22-073	ジェネレートファイア
BS22-074	フレイムディザスター
BS22-075	ソウルリッパー
BS22-076	トリプルデッドリィ
BS22-077	シャイニングシャドウ
BS22-078	バインディングブランチ
BS22-079	クリスタルフィールド
BS22-080	フェーズチェンジ
BS22-081	ドリーミングバタフライ
BS22-082	ライフレボリューション
BS22-083	アビスブレイク
BS22-084	レゾリューション
BS22-X01	原始の王者ギガノ・レックス
BS22-X02	冥府三巨頭ザンデ・ミリオン
BS22-X03	光牙鳳凰レックウマル
BS22-X04	黒皇機獣ダークネス・グリフォン
BS22-X05	凶神獣カオス・ペガサロス
BS22-X06	海皇巨神デュランザム
BS22-X07	疾風の双刃カムイ・ハヤテ
BS22-X08	夢幻の天剣トワイライト・ファンタジア
BS23-001	扇剣竜ディメトロン
BS23-002	恐竜剣聖ドラコレックス
BS23-003	シャイニング・ブレイドラ
BS23-004	ソウエン・ドラグーン
BS23-005	流星の剣聖シューティングスター
BS23-006	ガーディアン・ドラゴン
BS23-007	シルバー・ヴルム
BS23-008	星雲竜アンドロメダ・ドラゴン
BS23-009	コーカサストリケラ
BS23-010	ウィングワインダー
BS23-011	アメジスネーク
BS23-012	狼騎士ルーガー
BS23-013	白蛇剣聖アルビナーガ
BS23-014	ボーン・セーラス
BS23-015	白騎竜ホワイト・ペンドラゴン
BS23-016	死神剣聖ダークネス・メア
BS23-017	シャドー・アルデウス
BS23-018	邪骨竜皇ボーン・ティタノクス
BS23-019	水忍ガモン
BS23-020	ヨロイバッタ
BS23-021	ムシャタヌキ
BS23-022	火忍ハシビロウ
BS23-023	グレイスキャタピラー
BS23-024	夜蝶剣聖モルフォナイト
BS23-025	忍鳥ジューイチ
BS23-026	剣聖仙忍ジライヤ
BS23-027	要塞蟲フォートコーカサス
BS23-028	アナグパンツァー
BS23-029	近衛機レインジャー6号
BS23-030	砲撃機士マックリヤ
BS23-031	大空の剣聖フィンヴェール
BS23-032	黒き女神ネヴァン
BS23-033	機甲剣聖ミノタウロス
BS23-034	ネガ・テュポーン
BS23-035	クラブマン-AT
BS23-036	大近衛機ISS
BS23-037	舞踏の魔女マイヤ
BS23-038	冒険天使チャール
BS23-039	冒険家アドペンタン
BS23-040	人形遣いの天使マリエル
BS23-041	光の天使ダリエル
BS23-042	キャプリンメル
BS23-043	月影の剣聖アマルティア
BS23-044	氷火の剣聖スフィエル
BS23-045	水竜神ガルグイオス
BS23-046	アトライアソルジャー
BS23-047	ミゴー
BS23-048	ファルコパンサー
BS23-049	猪人ボアボア
BS23-050	異海剣聖シュブ・ニグラ
BS23-051	鍛冶屋のベータ
BS23-052	剣聖将軍フィランダー
BS23-053	ティンバートール
BS23-054	海皇巨兵アトライア・ゴレム
BS23-055	太陽剣カーディナル・サン
BS23-056	炎月剣スカーレット・ムーン
BS23-057	ザグナ・オリックス
BS23-058	魔剣デスサイズ
BS23-059	ハンミョール
BS23-060	翡翠の小太刀 日輪丸
BS23-061	ファントムジェッター
BS23-062	極光剣ソルブレイカー
BS23-063	光輪剣エンジェルハイロゥ
BS23-064	殲滅天使ネフィリム
BS23-065	海皇剣トライウェーブ
BS23-066	ハイドラ・アームズ
BS23-067	永遠なる神都
BS23-068	偽りの地下帝国
BS23-069	蟲招く妖花の塔
BS23-070	ロケットシティ
BS23-071	聖ミカファール大聖堂
BS23-072	戒めの天空の祠
BS23-073	ダイノリボーン
BS23-074	ソードレイド
BS23-075	デッドソード
BS23-076	ヴァニシングコア
BS23-077	クイックリーソード
BS23-078	グラスバインド
BS23-079	カウンターソード
BS23-080	バックアタック
BS23-081	サンダーウォール
BS23-082	ダンシングソード
BS23-083	スピニングソード
BS23-084	ディープシーイリュージョン
BS23-X01	龍輝神シャイニング・ドラゴン・オーバーレイ
BS23-X02	白蛇帝アルデウス・ヴァイパー
